Timestamp,Trial #,Graph Type,Param Value,Communication Style,Bot Present,Agreement Level,Is DeGroot Baseline
8,0,random_geometric,0.25,Passive,Y,3.055823204311815,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,4.607300302451727,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,3.5645196071860465,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,5.148115333626844,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,5.256368513474468,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,4.604221219389759,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,2.658547117947294,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,4.614779708854565,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,4.609734180282825,True
8,0,random_geometric,0.25,Passive-Aggressive,Y,1.0,True
9,0,random_geometric,0.25,Assertive,Y,4.518248516560867,True
9,0,random_geometric,0.25,Assertive,Y,3.2947412530972677,True
9,0,random_geometric,0.25,Assertive,Y,4.467507027159863,True
9,0,random_geometric,0.25,Assertive,Y,4.6096344556739925,True
9,0,random_geometric,0.25,Assertive,Y,4.467507027159863,True
9,0,random_geometric,0.25,Assertive,Y,5.068672929229272,True
9,0,random_geometric,0.25,Assertive,Y,4.607765036320228,True
9,0,random_geometric,0.25,Assertive,Y,5.176531042099331,True
9,0,random_geometric,0.25,Assertive,Y,4.597136827787294,True
9,0,random_geometric,0.25,Assertive,Y,4.602677045435966,True
9,0,random_geometric,0.25,Assertive,Y,3.311601913878292,True
9,0,random_geometric,0.25,Assertive,Y,4.484121024339571,True
9,0,random_geometric,0.25,Aggressive,Y,4.518248516560867,True
9,0,random_geometric,0.25,Aggressive,Y,4.127768211420724,True
9,0,random_geometric,0.25,Aggressive,Y,4.611881641802331,True
9,0,random_geometric,0.25,Aggressive,Y,4.559710168135367,True
9,0,random_geometric,0.25,Aggressive,Y,4.6001190101020395,True
9,0,random_geometric,0.25,Aggressive,Y,4.525449338881301,True
9,0,random_geometric,0.25,Aggressive,Y,4.774539221292371,True
9,0,random_geometric,0.25,Aggressive,Y,4.586233290760516,True
9,0,random_geometric,0.25,Passive,Y,4.415213944426103,True
9,0,random_geometric,0.25,Passive,Y,5.176531042099331,True
9,0,random_geometric,0.25,Passive,Y,4.014236021135131,True
9,0,random_geometric,0.25,Passive,Y,4.127502935819963,True
