param_value,timestep,communication_style,mean_ranking,std_ranking,count
0.1,16,Passive,7.534246575342466,1.6590006344250836,73
0.1,16,Passive-Aggressive,7.46,1.7048550120889745,50
0.1,17,Aggressive,7.354166666666667,1.5776306410932543,48
0.1,17,Assertive,7.722222222222222,1.0905770823087033,72
0.1,17,Passive,7.493150684931507,1.5645667457729924,73
0.1,17,Passive-Aggressive,7.22,1.7875990053928854,50
0.1,18,Aggressive,7.354166666666667,1.7071761346181973,48
0.1,18,Assertive,7.638888888888889,1.1420953754548555,72
0.1,18,Passive,7.410958904109589,1.5441252147553406,73
0.1,18,Passive-Aggressive,7.38,1.8393654629035656,50
0.1,19,Aggressive,7.354166666666667,1.7071761346181975,48
0.1,19,Assertive,7.708333333333333,1.080395076408052,72
0.1,19,Passive,7.342465753424658,1.7655592290183846,73
0.1,19,Passive-Aggressive,7.2,1.8735538640862859,50
0.1,20,Aggressive,7.625,1.5928697506554612,48
0.1,20,Assertive,7.513888888888889,1.1382350503011054,72
0.1,20,Passive,7.47945205479452,1.555541965585342,73
0.1,20,Passive-Aggressive,7.18,1.859229596870045,50
0.3,0,Aggressive,5.0,2.0211646105596452,48
0.3,0,Assertive,5.0,2.014035259912054,72
0.3,0,Passive,4.945205479452055,2.0540637970111293,73
0.3,0,Passive-Aggressive,4.84,2.131972354991729,50
0.3,1,Aggressive,5.0,2.0211646105596452,48
0.3,1,Assertive,5.069444444444445,2.030238929177097,72
0.3,1,Passive,4.945205479452055,2.0540637970111293,73
0.3,1,Passive-Aggressive,4.98,2.12362800847214,50
0.3,2,Aggressive,5.25,2.118811388993286,48
0.3,2,Assertive,5.736111111111111,2.0827463961943895,72
0.3,2,Passive,5.273972602739726,2.2127174969844625,73
0.3,2,Passive-Aggressive,5.68,2.253704433476002,50
0.3,3,Aggressive,5.5625,2.258847851675999,48
0.3,3,Assertive,6.847222222222222,1.925804914740863,72
0.3,3,Passive,6.4520547945205475,2.1605111013781166,73
0.3,3,Passive-Aggressive,6.08,2.3805332964506514,50
0.3,4,Aggressive,5.979166666666667,2.245464301448147,48
0.3,4,Assertive,7.263888888888889,1.8461460088714507,72
0.3,4,Passive,6.6438356164383565,1.895681224767517,73
0.3,4,Passive-Aggressive,6.64,2.1923801249429573,50
0.3,5,Aggressive,6.645833333333333,1.9184388969728587,48
0.3,5,Assertive,7.472222222222222,1.5652225888795037,72
0.3,5,Passive,6.7534246575342465,2.073515680069643,73
0.3,5,Passive-Aggressive,6.92,2.048792576228292,50
0.3,6,Aggressive,7.479166666666667,1.7863499375236591,48
0.3,6,Assertive,7.861111111111111,0.8608144776577745,72
0.3,6,Passive,7.410958904109589,1.9353123236197145,73
0.3,6,Passive-Aggressive,7.26,1.8714830962613147,50
0.3,7,Aggressive,7.5625,1.5832400121807848,48
0.3,7,Assertive,7.930555555555555,0.7378382755142019,72
0.3,7,Passive,7.493150684931507,1.5556642710433743,73
0.3,7,Passive-Aggressive,7.12,1.7915903321818156,50
0.3,8,Aggressive,7.625,1.4235855241891338,48
0.3,8,Assertive,7.930555555555555,0.9393793109430589,72
0.3,8,Passive,7.657534246575342,1.4358425525162708,73
0.3,8,Passive-Aggressive,7.4,1.8735538640862857,50
0.3,9,Aggressive,7.854166666666667,1.1848257495250465,48
0.3,9,Assertive,8.027777777777779,0.7500652032168152,72
0.3,9,Passive,7.821917808219178,1.661178177558063,73
0.3,9,Passive-Aggressive,7.76,1.6232997384390615,50
0.3,10,Aggressive,8.104166666666666,0.7505907838647468,48
